,Sentiment_score,Emotion,Episode,Season
joey,0.9017,Surprise,Episode-15-The One Where Estelle Dies,Season-10
ross,0.9333,Fear,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01
ross,0.9814,Surprise,Episode-02-The One With the Sonogram at the End,Season-01
ross,0.7351,Surprise,Episode-03-The One With the Thumb,Season-01
ross,0.959,Surprise,Episode-04-The One With George Stephanopoulos,Season-01
ross,0.9545,Surprise,Episode-05-The One With the East German Laundry Detergent,Season-01
ross,0.8658,Fear,Episode-06-The One With the Butt,Season-01
ross,0.3356,Surprise,Episode-07-The One With the Blackout,Season-01
ross,0.9624,Fear,Episode-08-The One Where Nana Dies Twice,Season-01
ross,-0.9022,Surprise,Episode-09-The One where Underdog Gets Away,Season-01
ross,0.7267,Sad,Episode-10-The One With the Monkey,Season-01
ross,0.296,Surprise,Episode-11-The One With Mrs. Bing,Season-01
ross,0.9855,Surprise,Episode-12-The One With the Dozen Lasagnas,Season-01
ross,-0.7997,Sad,Episode-13-The One With the Boobies,Season-01
ross,0.9735,Fear,Episode-14-The One With the Candy Hearts,Season-01
ross,0.8176,Fear,Episode-15-The One With the Stoned Guy,Season-01
ross,0.4588,Fear,"Episode-16-The One With Two Parts, Part 1",Season-01
ross,0.5423,Surprise,"Episode-17-The One With Two Parts, Part 2",Season-01
ross,0.9817,Sad,Episode-18-The One With All The Poker,Season-01
ross,0.6124,Surprise,Episode-19-The One Where the Monkey Gets Away,Season-01
ross,-0.7506,Sad,Episode-20-The One With the Evil Orthodontist,Season-01
ross,-0.6653,Surprise,Episode-21-The One With The Fake Monica,Season-01
ross,0.8838,Fear,Episode-22-The One With the Ick Factor,Season-01
ross,0.9633,Fear,Episode-23-The One With the Birth,Season-01
ross,0.8484,Fear,Episode-24-The One Where Rachel Finds Out,Season-01
ross,0.9858,Surprise,Episode-01-The One With Ross' New Girlfriend,Season-02
ross,0.8225,Happy,Episode-02-The One With the Breast Milk,Season-02
ross,0.7003,Fear,Episode-03-The One Where Mr. Heckles Dies,Season-02
ross,0.939,Surprise,Episode-04-The One With Phoebe's Husband,Season-02
ross,0.9472,Surprise,Episode-05-The One With Five Steaks and an Eggplant,Season-02
ross,-0.6597,Sad,Episode-06-The One With the Baby on the Bus,Season-02
ross,0.967,Surprise,Episode-07-The One Where Ross Finds Out,Season-02
ross,0.8207,Fear,Episode-08-The One With the List,Season-02
ross,0.6335,Surprise,Episode-09-The One With Phoebe's Dad,Season-02
ross,0.6249,Happy,Episode-10-The One With Russ,Season-02
ross,0.9618,Happy,Episode-11-The One With the Lesbian Wedding,Season-02
ross,0.7506,Sad,Episode-12-02x13 - The One After the Superbowl,Season-02
ross,0.4204,Surprise,Episode-14-The One With the Prom Video,Season-02
ross,0.9696,Surprise,Episode-15-The One Where Rachel and Ross... You Know,Season-02
ross,-0.5859,Surprise,Episode-16-The One Where Joey Moves Out,Season-02
ross,-0.4019,Fear,Episode-17-The One Where Eddie Moves In,Season-02
ross,0.8265,Surprise,Episode-18-The One Where Dr. Remore Dies,Season-02
ross,0.1779,Surprise,Episode-19-The One Where Eddie Won't Go,Season-02
ross,0.9841,Surprise,Episode-20-The One Where Old Yeller Dies,Season-02
ross,0.8689,Surprise,Episode-21-The One With the Two Bullies,Season-02
ross,0.5423,Sad,Episode-22-The One With the Two Parties,Season-02
ross,-0.0516,Fear,Episode-23-The One With the Chicken Pox,Season-02
ross,0.5616,Happy,Episode-24-The One With Barry and Mindy's Wedding,Season-02
ross,0.9313,Fear,Episode-01-The One With the Princess Leia Fantasy,Season-03
ross,0.8387,Surprise,Episode-02-The One Where No-one's Ready,Season-03
ross,-0.1779,Surprise,Episode-03-The One With the Jam,Season-03
ross,0.1779,Fear,Episode-04-The One with the Metaphorical Tunnel,Season-03
ross,0.8979,Surprise,Episode-05-The One With Frank Jr.,Season-03
ross,0.464,Surprise,Episode-06-The One With The Flashback,Season-03
ross,0.9493,Sad,Episode-07-The One With the Race Car Bed,Season-03
ross,0.9525,Fear,Episode-08-The One With The Giant Poking Device,Season-03
ross,-0.1531,Surprise,Episode-09-The One With The Football,Season-03
ross,0.9729,Fear,Episode-10-The One Where Rachel Quits,Season-03
ross,0.9731,Surprise,Episode-11-The One Where Chandler Can’t Remember Which Sister,Season-03
ross,0.2023,Surprise,Episode-12-The One With All The Jealousy,Season-03
ross,0.4939,Sad,Episode-13-The One Where Monica and Richard Are Friends,Season-03
ross,0.9542,Surprise,Episode-14-The One With Phoebe’s Ex-Partner,Season-03
ross,0.5778,Surprise,Episode-15-The One Where Ross and Rachel Take A Break,Season-03
ross,-0.8996,Sad,Episode-16-The One The Morning After,Season-03
ross,0.9735,Surprise,Episode-17-The One Without The Ski Trip,Season-03
ross,-0.6486,Surprise,Episode-18-The One With The Hypnosis Tape,Season-03
ross,-0.0772,Surprise,Episode-19-The One With The Tiny T-shirt,Season-03
ross,0.6249,Surprise,Episode-20-The One With The Dollhouse,Season-03
ross,0.8807,Surprise,Episode-21-The One With A Chick And A Duck,Season-03
ross,-0.1779,Surprise,Episode-22-The One With The Screamer,Season-03
ross,0.1877,Surprise,Episode-23-The One With Ross's Thing,Season-03
ross,0.6808,Fear,Episode-24-The One With The Ultimate Fighting Champion,Season-03
ross,0.9585,Surprise,Episode-25-The One At The Beach,Season-03
ross,0.0258,Surprise,Episode-01-The One With The Jellyfish,Season-04
ross,0.1599,Fear,Episode-02-The One With The Cat,Season-04
ross,0.4019,Surprise,Episode-03-The One With The ‘Cuffs,Season-04
ross,0.9422,Happy,Episode-04-The One With The Ballroom Dancing,Season-04
ross,0.9133,Fear,Episode-05-The One With Joey's New Girlfriend,Season-04
ross,0.8962,Fear,Episode-06-The One With The Dirty Girl,Season-04
ross,0.8965,Fear,Episode-07-The One Where Chandler Crosses a Line,Season-04
ross,-0.7974,Surprise,Episode-08-The One With Chandler in a Box,Season-04
ross,0.7184,Surprise,Episode-09-The One Where They’re Gonna PARTY!,Season-04
ross,0.9888,Surprise,Episode-10-The One With The Girl From Poughkeepsie,Season-04
ross,0.8176,Fear,Episode-11-The One With Phoebe's Uterus,Season-04
ross,0.9657,Fear,Episode-12-The One With The Embryos,Season-04
ross,0.9432,Surprise,Episode-13-The One With Rachel’s Crush,Season-04
ross,0.7964,Fear,Episode-14-The One With Joey’s Dirty Day,Season-04
ross,0.9915,Surprise,Episode-15-The One With All The Rugby,Season-04
ross,0.6808,Surprise,Episode-16-The One With The Fake Party,Season-04
ross,0.9143,Surprise,Episode-17-The One With The Free p0rn,Season-04
ross,0.9485,Surprise,Episode-18-The One With Rachel’s New Dress,Season-04
ross,0.947,Fear,Episode-19-The One With All The Haste,Season-04
ross,0.9001,Surprise,Episode-20-The One With All the Wedding Dresses,Season-04
ross,0.9618,Surprise,Episode-21-The One With The Invitation,Season-04
ross,0.988,Surprise,Episode-22-The One With The Worst Best Man Ever,Season-04
ross,0.9371,Surprise,Episode-23-04x24 - The One With Ross’s Wedding Parts I and II,Season-04
ross,0.6705,Surprise,Episode-01-The One After Ross Says Rachel,Season-05
ross,-0.802,Surprise,Episode-02-The One With All The Kissing,Season-05
ross,0.7579,Fear,Episode-03-The One Hundredth,Season-05
ross,0.9565,Surprise,Episode-04-The One Where Phoebe Hates PBS,Season-05
ross,0.6705,Surprise,Episode-05-The One With All the Kips,Season-05
ross,0.9788,Surprise,Episode-06-The One With The Yeti,Season-05
ross,0.701,Fear,Episode-07-The One Where Ross Moves In,Season-05
ross,0.1027,Fear,Episode-08-The One With The Thanksgiving Flashbacks,Season-05
ross,0.9153,Fear,Episode-09-The One With Ross's Sandwich,Season-05
ross,0.9432,Surprise,Episode-10-The One With The Inappropriate Sister,Season-05
ross,0.9623,Surprise,Episode-11-The One With All The Resolutions,Season-05
ross,0.93,Fear,Episode-12-The One With Chandler's Work Laugh,Season-05
ross,-0.5574,Fear,Episode-13-The One With Joey's Bag,Season-05
ross,0.9902,Fear,Episode-14-The One Where Everyone Finds Out,Season-05
ross,0.9048,Sad,Episode-15-The One With The Girl Who Hits Joey,Season-05
ross,0.9761,Fear,Episode-16-The One With A Cop,Season-05
ross,0.5879,Fear,Episode-17-The One With Rachel's Inappropriate Kiss,Season-05
ross,0.8834,Surprise,Episode-18-The One Where Rachel Smokes,Season-05
ross,0.9593,Surprise,Episode-19-The One Where Ross Can't Flirt,Season-05
ross,0.9498,Surprise,Episode-20-The One With The Ride Along,Season-05
ross,0.7579,Surprise,Episode-21-The One With The Ball,Season-05
ross,-0.9086,Surprise,Episode-22-The One With Joey's Big Break,Season-05
ross,0.2732,Surprise,Episode-23-05x24 - The One In Vegas,Season-05
ross,0.6613,Surprise,Episode-01-The One After Vegas,Season-06
ross,-0.1139,Surprise,Episode-02-The One Where Ross Hugs Rachel,Season-06
ross,0.9517,Fear,Episode-03-The One With Ross’s Denial,Season-06
ross,0.9666,Fear,Episode-04-The One Where Joey Loses His Insurance,Season-06
ross,0.902,Fear,Episode-05-The One With Joey’s Porsche,Season-06
ross,-0.5719,Surprise,Episode-06-The One The Last Night,Season-06
ross,0.6124,Surprise,Episode-07-The One Where Phoebe Runs,Season-06
ross,0.7017,Surprise,Episode-08-The One With Ross’s Teeth,Season-06
ross,0.8968,Surprise,Episode-09-The One Where Ross Got High,Season-06
ross,0.1779,Surprise,Episode-10-The One With The Routinue,Season-06
ross,0.7783,Surprise,Episode-11-The One With The Apothecary Table,Season-06
ross,0.7003,Fear,Episode-12-The One With The Joke,Season-06
ross,0.8773,Surprise,Episode-13-The One With Rachel’s Sister,Season-06
ross,0.981,Surprise,Episode-14-The One Where Chandler Can’t Cry,Season-06
ross,0.9681,Surprise,Episode-15-06x16 - The One That Could Have Been,Season-06
ross,0.8957,Surprise,Episode-17-The One With The Unagi,Season-06
ross,0.4767,Surprise,Episode-18-The One Where Ross Dates A Student,Season-06
ross,0.9825,Surprise,Episode-19-The One With Joey’s Fridge,Season-06
ross,-0.296,Surprise,Episode-20-The One With Mac and C.H.E.E.S.E.,Season-06
ross,0.9325,Surprise,Episode-21-The One Where Ross Meets Elizabeth’s Dad,Season-06
ross,0.9748,Surprise,Episode-22-The One Where Paul’s The Man,Season-06
ross,-0.7102,Surprise,Episode-23-The One With The Ring,Season-06
ross,0.9843,Surprise,Episode-24-06x25 - The One With The Proposal,Season-06
ross,0.9664,Surprise,Episode-01-The One With Monica’s Thunder,Season-07
ross,-0.4404,Surprise,Episode-02-The One With Rachel’s Book,Season-07
ross,0.9452,Fear,Episode-03-The One With Phoebe’s Cookies,Season-07
ross,0.9678,Fear,Episode-04-The One With Rachel’s Assistant,Season-07
ross,0.7801,Sad,Episode-05-The One With The Engagement Picture,Season-07
ross,0.9522,Surprise,Episode-06-The One With The Nap Partners,Season-07
ross,0.6597,Fear,Episode-07-The One With Ross’s Book,Season-07
ross,-0.6124,Surprise,Episode-08-The One Where Chandler Doesn’t Like Dogs,Season-07
ross,0.9467,Sad,Episode-09-The One With All The Candy,Season-07
ross,0.8278,Surprise,Episode-10-The One With the Holiday Armadillo,Season-07
ross,0.934,Surprise,Episode-11-The One With All The Cheesecakes,Season-07
ross,0.9062,Surprise,Episode-12-The One Where They’re Up All Night,Season-07
ross,-0.3182,Surprise,Episode-13-The One Where Rosita Dies,Season-07
ross,0.8756,Surprise,Episode-14-The One Where They All Turn Thirty,Season-07
ross,0.3804,Fear,Episode-15-The One With Joey’s New Brain,Season-07
ross,0.9555,Surprise,Episode-16-The One With The Truth About London,Season-07
ross,0.9785,Surprise,Episode-17-The One With The Cheap Wedding Dress,Season-07
ross,0.6765,Fear,Episode-18-The One With Joey’s Award,Season-07
ross,0.2992,Surprise,Episode-19-The One With Ross and Monica’s Cousin,Season-07
ross,0.8271,Surprise,Episode-20-The One With Rachel’s Big Kiss,Season-07
ross,0.9224,Happy,Episode-21-The One With The Vows,Season-07
ross,-0.6411,Surprise,Episode-22-The One With Chandler’s Dad,Season-07
ross,0.9745,Fear,Episode-23-07x24 - The One With Chandler and Monica’s Wedding,Season-07
ross,0.9412,Surprise,Episode-01-The One After I Do,Season-08
ross,-0.765,Surprise,Episode-02-The One With The Red Sweater,Season-08
ross,0.9845,Surprise,Episode-03-The One Where Rachel Tells…,Season-08
ross,0.9775,Surprise,Episode-04-The One With The Videotape,Season-08
ross,0.907,Surprise,Episode-05-The One With Rachel’s Date,Season-08
ross,-0.3008,Surprise,Episode-06-The One With The Halloween Party,Season-08
ross,0.2263,Fear,Episode-07-The One With The Stain,Season-08
ross,0.9045,Sad,Episode-08-The One With The Stripper,Season-08
ross,0.8761,Surprise,Episode-09-The One With The Rumor,Season-08
ross,-0.2795,Surprise,Episode-10-The One With Monica’s Boots,Season-08
ross,0.9729,Surprise,Episode-11-The One With Ross’ Big Step Forward,Season-08
ross,0.8097,Sad,Episode-12-The One Where Joey Dates Rachel,Season-08
ross,0.957,Surprise,Episode-13-The One Where Chandler Takes a Bath,Season-08
ross,0.9723,Surprise,Episode-14-The One With The Secret Closet,Season-08
ross,0.9845,Surprise,Episode-15-The One With The Birthing Video,Season-08
ross,0.128,Surprise,Episode-16-The One Where Joey Tells Rachel,Season-08
ross,0.6908,Sad,Episode-17-The One With The Tea Leaves,Season-08
ross,0.9823,Surprise,Episode-18-The One In Massapequa,Season-08
ross,0.9486,Happy,Episode-19-The One With Joey’s Interview,Season-08
ross,0.9801,Surprise,Episode-20-The One With The Baby Shower,Season-08
ross,0.8137,Surprise,Episode-21-The One With The Cooking Class,Season-08
ross,0.6908,Surprise,Episode-22-The One Where Rachel Is Late,Season-08
ross,0.9897,Surprise,Episode-23-08x24 - The One Where Rachel Has A Baby,Season-08
ross,0.1157,Surprise,Episode-01-The One Where No One Proposes,Season-09
ross,0.8365,Surprise,Episode-02-The One Where Emma Cries,Season-09
ross,0.945,Surprise,Episode-03-The One With The Pediatrician,Season-09
ross,0.9442,Sad,Episode-04-The One With The Sharks,Season-09
ross,0.9312,Surprise,Episode-05-The One With Phoebe's Birthday Dinner,Season-09
ross,0.7222,Surprise,Episode-06-The One With The Male Nanny (200th episode),Season-09
ross,0.0,Surprise,Episode-07-The One With Ross's Inappropriate Song,Season-09
ross,0.9652,Fear,Episode-08-The One With Rachel's Other Sister,Season-09
ross,0.955,Fear,Episode-09-The One With Rachel’s Phone Number,Season-09
ross,-0.0772,Surprise,Episode-10-The One With Christmas In Tulsa,Season-09
ross,0.5719,Fear,Episode-11-The One Where Rachel Goes Back To Work,Season-09
ross,0.7713,Fear,Episode-12-The One With Phoebe's Rats,Season-09
ross,0.9799,Fear,Episode-13-The One Where Monica Sings,Season-09
ross,-0.9062,Surprise,Episode-14-The One With the Blind Dates,Season-09
ross,0.8922,Surprise,Episode-15-The One With The Mugging,Season-09
ross,0.9806,Happy,Episode-16-The One With The Boob Job,Season-09
ross,-0.9623,Fear,Episode-17-The One With The Memorial Service,Season-09
ross,0.9782,Fear,Episode-18-The One With The Lottery,Season-09
ross,0.9275,Sad,Episode-19-The One With Rachel's Dream,Season-09
ross,0.9623,Fear,Episode-20-The One With The Soap Opera Party,Season-09
ross,0.9062,Surprise,Episode-21- The One With The Fertility Test,Season-09
ross,0.7425,Surprise,Episode-22-The One With The Donor,Season-09
ross,0.9586,Surprise,Episode-23-09x24 - The One In Barbados,Season-09
ross,0.9862,Surprise,Episode-01-The One After Joey And Rachel Kiss,Season-10
ross,0.9894,Surprise,Episode-02-The One Where Ross Is Fine,Season-10
ross,-0.6597,Surprise,Episode-03-The One With Ross' Tan,Season-10
ross,0.9272,Surprise,Episode-04-The One With The Cake,Season-10
ross,-0.6808,Surprise,Episode-05-The One Where Rachel's Sister Baby-sits,Season-10
ross,-0.5657,Fear,Episode-06-The One With Ross' Grant,Season-10
ross,0.9694,Surprise,Episode-07-The One With The Home Study,Season-10
ross,0.1027,Surprise,Episode-08-The One With The Late Thanksgiving,Season-10
ross,0.9312,Surprise,Episode-09-The One With The Birth Mother,Season-10
ross,0.9618,Surprise,Episode-10-The One Where Chandler Gets Caught,Season-10
ross,0.5552,Surprise,Episode-11-The One Where The Stripper Cries,Season-10
ross,-0.7003,Fear,Episode-12-The One With Phoebe's Wedding,Season-10
ross,0.9812,Surprise,Episode-13-The One Where Joey Speaks French,Season-10
ross,0.9845,Fear,Episode-14-The One With Princess Consuela,Season-10
ross,0.9797,Fear,Episode-15-The One Where Estelle Dies,Season-10
